id,class,abstract
5724,D,Federal prosecution of Donald Trump: Special counsel Jack Smith charges Mar-a-Lago maintenance chief Carlos de Oliveira and levies additional charges against Walt Nauta and Trump.
5725,U,The Vogtle Electric Generating Plant begins operations at its unit 3 reactor
5726,D,Donald Trump is indicted for a third time by a grand jury for his attempts to overturn the 2020 election and the subsequent January 6 attack.
5727,D,Fitch Ratings downgrades its US debt rating from AAA to AA+
5728,D,Cannabis legalization takes effect in Minnesota; Minnesota becomes the 23rd state and 27th U.S. jurisdiction overall to legalize cannabis for recreational use.
5729,D,Pittsburgh synagogue shooting: Perpetrator Robert Gregory Bowers is sentenced to the death penalty.
5730,D,Riots break out in New York City's Union Square during a PS5 giveaway hosted by internet streamer Kai Cenat. Dozens of people are arrested
5731,U,Former Minneapolis police officer Tou Thao is sentenced to four years and nine months in prison for his actions in the murder of George Floyd.
5732,D,Taylor Swift completes the first U.S. leg of The Eras Tour at SoFi Stadium in Los Angeles
5733,U,Tapestry
5734,D,The United States reports it recorded its highest number of suicides in 2022
5735,U,Trump is indicted in Atlanta on 13 counts including racketeering for his attempts to overturn President Biden's victory in Georgia during the 2020 election. Indictments are also announced against 18 Trump associates.
5736,D,American
5737,U,South Carolina's Supreme Court reverses its earlier prohibition on a six-week abortion ban
5738,U,A shooting occurs at the historic biker bar Cook's Corner in Trabuco Canyon
5739,U,2024 Republican Party presidential primaries – The Republican National Committee holds the first primary debate in Milwaukee
5740,D,Four tornadoes touch down in Southern Michigan
5741,D,The mug shot of Donald Trump is taken at Fulton County Jail in Atlanta. Trump is the first former United States president to have a mug shot.
5742,U,Zijie Yan
5743,U,Hurricane Idalia makes landfall at 7:45am EDT with 125 mph winds near Keaton Beach
5744,U,Proud Boys leader Joe Biggs is sentenced to 17 years in federal prison for his actions in the January 6 United States Capitol attack.
5745,D,Two more Proud Boys
5746,D,New York City Local Law 18 comes into effect
5747,D,Ex-Proud Boys leader Enrique Tarrio is sentenced to 22 years in prison for his part in the January 6 Capitol attack.
5748,D,Geologists report the discovery of what may be the largest known deposit of lithium
5749,U,Hostess Brands announces it will be bought by The J.M. Smucker Company in a $5.6 billion cash and stock deal.
5750,U,Caesars Entertainment and MGM Resorts announce their computer systems have been hacked by the group Scattered Spider.
5751,U,Hunter Biden
5752,D,The United Auto Workers begin a strike against the big three American automakers of Ford
5753,U,The Linac Coherent Light Source at the SLAC National Accelerator Laboratory is upgraded to LCLS-II and successfully demonstrates its first X-rays
5754,D,Instacart makes a highly-watched initial public offering on the Nasdaq
5755,D,The national debt rises to $33 trillion.
5756,D,The Senate confirms Charles Q. Brown Jr. as the next Chairman of the Joint Chiefs of Staff
5757,D,Media mogul Rupert Murdoch announces his retirement and plan to hand off his businesses
5758,D,Senator Bob Menendez from New Jersey is indicted on federal corruption charges.
5759,D,Brightline opens its long-awaited extension from West Palm Beach to Orlando International Airport.
5760,U,The Biden administration recognizes the Cook Islands and Niue as sovereign states
5761,U,Transportation Secretary Pete Buttigieg announces a $1.4 billion investment in the nation's railroad network to improve safety and capacity
5762,D,The FTC and 17 states file an antitrust suit against Amazon for monopolistic practices.
5763,D,New York civil investigation of The Trump Organization - New York judge Arthur Engoron rules that Trump and his organization persistently committed fraud and inflated his wealth to achieve favorable loans and devalued the worth of his assets to pay lower taxes to the IRS.
5764,U,The second Republican presidential primary debate takes place at the Ronald Reagan Presidential Library in Simi Valley
5765,U,The WGA Strike comes to an end at 12:01 AM PDT after a tentative agreement is reached three days earlier.
5766,U,Floods across the New York metropolitan area occur with more than 6 inches (150 mm) of rain in less than 12 hours.
5767,U,Sixty-year-old Duane Davis
5768,D,Kevin McCarthy is ousted as Speaker of the House
5769,U,Defense Secretary Lloyd Austin orders the deployment of a carrier strike group led by the aircraft carrier USS Gerald R. Ford to the Eastern Mediterranean in response to terror attacks on civilians in Israel by Hamas. The group also includes the cruiser USS Normandy and the destroyers USS Thomas Hudner
5770,U,ExxonMobil announces it will acquire Pioneer Natural Resources in a $60 billion all-stock deal
5771,D,NASA launches its Psyche mission to visit the large metallic asteroid 16 Psyche.
5772,D,Detroit casino workers call the first strike in their history after failing to reach a deal with MGM Resorts and Penn Entertainment.
5773,D,A driver is arrested after crashing into a group of Pepperdine University students walking in Malibu
5774,D,The U.S. Treasury Department announces an ease of certain oil
5775,D,Dutch serial killer Joran van der Sloot confesses in a U.S. federal court that he killed Natalee Holloway in Aruba in 2005.
5776,D,2020 Georgia election investigation: Attorney Sidney Powell pleads guilty in the Georgia election racketeering prosecution for her role in attempting to overturn the results; she is joined by fellow attorneys Kenneth Chesebro the following day
5777,D,October 2023 Speaker of the United States House of Representatives election: Jim Jordan withdraws his nomination to become the Speaker of the United States House of Representatives after a third vote fails to elevate him to the position.
5778,D,Federal bankruptcy judge Christopher Lopez rules that Alex Jones cannot use his personal bankruptcy to avoid paying roughly $1.1 billion in damages resulting from the lawsuits over his conspiracy theories and lies about the Sandy Hook Elementary School shooting.
5779,U,Horizon Air Flight 2059: An off-duty pilot reportedly attempts to hijack and crash a passenger plane traveling from Everett
5780,U,The Georgia Supreme Court upholds the state's six-week abortion ban.
5781,U,October Speaker of the House election: The GOP choose Tom Emmer as their nominee for Speaker of the House
5782,U,Meta Platforms is sued by 41 states' attorneys general and DC accusing the social media giant of harming children's health
5783,D,A mass shooting occurs in Lewiston
5784,U,A retired Colombian army officer who participated in the 2021 assassination of Haitian president Jovenel Moïse is sentenced by a court to life imprisonment in Miami.
5785,U,2023 United Auto Workers strike: The UAW reaches a tentative deal with General Motors after making tentative agreements with Stellantis and Ford
5786,U,2023 Major League Baseball season
5787,U,Six Flags and Cedar Fair
5788,U,United States v. Bankman-Fried – FTX founder Sam Bankman-Fried is convicted by a jury on all seven fraud-related counts.
5789,U,Biden calls for a "pause" in the Israel–Hamas war to allow for hostages to get out and humanitarian aid to get in.
5790,U,WeWork
5791,U,A massive fire breaks out in Hangar No. 1 at the former Marine Corps Air Station Tustin in Tustin
5792,D,SAG-AFTRA ends its strike at 12:01 a.m. PDT following a tentative deal reached the day prior.
5793,D,Surgeons at NYU Langone Health announce the world's first whole eye transplant.
